id product;prix ht;prix unite ht;reference
"8027";"32.50";"0";"244440"
"8257";"58.33";"0";"247050"
"7992";"27.00";"0";"243920"
"8026";"91.00";"0";"244870"
"7988";"25.83";"0";"243810"
"8042";"18.33";"0";"235700"
"8246";"35.83";"0";"239810"
"8248";"37.49";"0";"247450"
"8249";"37.49";"0";"247470"
"8250";"66.66";"0";"247560"
"8251";"33.33";"0";"246930"
"8252";"49.99";"0";"246940"
"8255";"49.99";"0";"246990"
"8256";"66.66";"0";"247040"
"8260";"66.66";"0";"247510"
"8262";"49.99";"0";"247240"
"8301";"58.33";"0";"247280"
"8263";"29.16";"0";"247300"
"8287";"49.99";"0";"247090"
"8297";"49.99";"0";"247210"
"8293";"29.16";"0";"247150"
"8247";"37.49";"0";"247420"
"5125";"16.67";"0";"185880"
"5123";"16.67";"0";"185870"
"5903";"16.67";"0";"184020"
"5265";"16.67";"0";"190080"
"5905";"16.67";"0";"223470"
"7976";"16.67";"0";"241320"
"6481";"20.00";"0";"233630"
"274";"25.00";"0";"194860"
"6585";"22.00";"0";"228260"
"6593";"30.00";"0";"228280"
"5307";"41.67";"0";"191760"
"265";"41.67";"0";"164570"
"247";"23.00";"0";"174840"
"246";"18.25";"0";"174876"
"6735";"41.67";"0";"187640"
"3491";"16.67";"0";"164500"
"3531";"18.00";"0";"164540"
"3535";"20.83";"0";"164560"
"7903";"14.00";"0";"187650"
"6623";"25.00";"0";"235660"
"3537";"25.00";"0";"199260"
"5109";"14.17";"0";"186360"
"5111";"14.00";"0";"186370"
"5113";"14.00";"0";"186380"
"6669";"18.33";"0";"202550"
"6949";"15.00";"0";"202"
"6957";"15.00";"0";"236"
"6959";"15.00";"0";"238"
"2992";"16.67";"0";"230200"
"7851";"15.00";"0";"143580"
"6443";"16.67";"0";"234350"
"6441";"18.00";"0";"233400"
"8045";"12.50";"0";"236540"
"6639";"18.95";"0";"235400"
"6349";"15.00";"0";"222300"
"5899";"16.67";"0";"202570"
"5897";"16.67";"0";"223020"
"5901";"16.67";"0";"223030"
"2982";"25.00";"0";"164750"
"6535";"18.00";"0";"236950"
"6643";"15.00";"0";"235360"
"7257";"15.00";"0";"787"
"6573";"25.00";"0";"390"
"7899";"19.17";"0";"395"
"6597";"20.00";"0";"404"
"7751";"16.67";"0";"233580"
"6595";"20.00";"0";"406"
"8055";"20.00";"0";"222590"
"6469";"20.00";"0";"233250"
"5317";"30.00";"0";"179790"
"6747";"22.00";"0";"192310"
"235";"22.50";"0";"147810"
"237";"22.50";"0";"164770"
"242";"22.50";"0";"170960"
"7805";"15.00";"0";"233860"
"7807";"15.00";"0";"233870"
"5309";"30.00";"0";"190740"
"5311";"30.00";"0";"190750"
"5313";"30.00";"0";"190760"
"5315";"30.00";"0";"190770"
"5995";"25.00";"0";"226570"
"2202";"25.00";"0";"174570"
"2212";"25.00";"0";"174580"
"2222";"33.33";"0";"174590"
"6457";"18.00";"0";"234310"
"7775";"20.83";"0";"225980"
"7777";"22.50";"0";"225990"
"4177";"25.00";"0";"180310"
"3775";"22.50";"0";"180320"
"8304";"22.50";"0";"250650"
"4551";"22.50";"0";"180450"
"8305";"22.50";"0";"250520"
"6225";"22.50";"0";"231830"
"156";"22.50";"0";"180390"
"6565";"29.64";"0";"231500"
"4533";"22.50";"0";"180400"
"3931";"22.50";"0";"180410"
"6011";"25.00";"0";"223340"
"106";"22.50";"0";"180430"
"105";"25.00";"0";"192860"
"4337";"22.50";"0";"180420"
"120";"22.50";"0";"180440"
"8306";"22.50";"0";"250790"
"159";"22.50";"0";"180660"
"8307";"22.50";"0";"250540"
"5661";"25.00";"0";"195010"
"8308";"22.50";"0";"250600"
"8309";"22.50";"0";"250710"
"8310";"22.50";"0";"250610"
"152";"22.50";"0";"180460"
"5665";"25.00";"0";"194980"
"8311";"22.50";"0";"250700"
"5197";"25.00";"0";"195030"
"8312";"22.50";"0";"250750"
"3781";"22.50";"0";"180350"
"8313";"22.50";"0";"250530"
"8314";"22.50";"0";"250760"
"5681";"25.00";"0";"195070"
"8315";"22.50";"0";"250830"
"6003";"25.83";"0";"226500"
"153";"25.00";"0";"194970"
"8316";"22.50";"0";"250580"
"8317";"22.50";"0";"250550"
"8318";"22.50";"0";"250820"
"123";"22.50";"0";"180500"
"126";"22.50";"0";"180520"
"107";"22.50";"0";"180530"
"6661";"22.00";"0";"237120"
"109";"22.50";"0";"180550"
"112";"22.50";"0";"180560"
"6665";"25.83";"0";"226510"
"8319";"22.50";"0";"250680"
"157";"22.50";"0";"180620"
"131";"22.50";"0";"180590"
"3691";"22.50";"0";"180600"
"8320";"22.50";"0";"250590"
"8303";"22.50";"0";"248670"
"5697";"25.00";"0";"192840"
"6673";"22.50";"0";"237130"
"135";"22.50";"0";"180670"
"114";"22.50";"0";"180680"
"6677";"22.00";"0";"235130"
"6007";"25.00";"0";"223330"
"149";"25.00";"0";"195020"
"142";"22.50";"0";"180720"
"116";"22.50";"0";"180730"
"138";"22.50";"0";"180740"
"6009";"25.00";"0";"223350"
"8321";"22.50";"0";"250640"
"118";"22.50";"0";"180750"
"147";"22.50";"0";"180760"
"6409";"25.00";"0";"231570"
"3615";"22.50";"0";"180690"
"5705";"25.00";"0";"197690"
"154";"22.50";"0";"180790"
"6015";"25.83";"0";"226530"
"8322";"22.50";"0";"250660"
"8323";"22.50";"0";"250670"
"3795";"22.50";"0";"180820"
"145";"22.50";"0";"180830"
"5719";"25.00";"0";"192850"
"8324";"22.50";"0";"250560"
"8325";"22.50";"0";"250770"
"3793";"22.50";"0";"180810"
"8326";"22.50";"0";"250570"
"8327";"41.58";"0";"239790"
"8328";"41.58";"0";"239760"
"6079";"33.33";"0";"221620"
"8329";"41.58";"0";"239840"
"8330";"41.58";"0";"239800"
"8331";"41.58";"0";"239860"
"8332";"41.58";"0";"239770"
"6359";"41.58";"0";"231780"
"8333";"41.58";"0";"241190"
"8334";"41.58";"0";"241330"
"6097";"39.00";"0";"226180"
"8335";"41.58";"0";"239780"
"8336";"41.58";"0";"239830"
"6361";"41.58";"0";"231820"
"8337";"41.58";"0";"238110"
"8338";"41.58";"0";"239740"
"6385";"42.00";"0";"231750"
"6119";"33.33";"0";"221790"
"6123";"41.58";"0";"221630"
"8339";"41.58";"0";"239750"
"6141";"33.33";"0";"221880"
"6365";"41.58";"0";"231740"
"6367";"41.58";"0";"231800"
"6353";"41.58";"0";"231810"
"5799";"35.00";"0";"201520"
"5803";"35.00";"0";"201530"
"5807";"35.00";"0";"201540"
"5811";"35.00";"0";"201550"
"5817";"35.00";"0";"201560"
"5819";"35.00";"0";"201570"
"5823";"35.00";"0";"201580"
"5825";"35.00";"0";"201590"
"5829";"35.00";"0";"201600"
"5831";"35.00";"0";"201610"
"5833";"35.00";"0";"201620"
"6603";"35.00";"0";"201630"
"5835";"35.00";"0";"201640"
"5837";"35.00";"0";"201650"
"5841";"35.00";"0";"201670"
"5843";"35.00";"0";"201680"
"5845";"35.00";"0";"201690"
"5847";"35.00";"0";"201700"
"5851";"35.00";"0";"201710"
"6605";"35.00";"0";"231340"
"6607";"35.00";"0";"231350"
"6609";"35.00";"0";"231380"
"6637";"35.00";"0";"231560"
"7865";"37.50";"0";"202500"
"7867";"37.50";"0";"202510"
"8047";"17.50";"0";"201940"
"2032";"166.67";"0";"174470"
"2042";"183.33";"0";"174480"
"2052";"200.00";"0";"174490"
"2062";"225.00";"0";"174500"
"2072";"225.00";"0";"174510"
"2082";"233.33";"0";"174520"
"2092";"250.00";"0";"174530"
"2102";"275.00";"0";"174540"
"1402";"30.00";"0";"173020"
"6219";"30.00";"0";"173030"
"1432";"30.00";"0";"173050"
"6216";"52.00";"0";"168670"
"1312";"50.00";"0";"168680"
"1342";"58.33";"0";"168690"
"1392";"60.00";"0";"176320"
"7069";"14.00";"0";"528"
"7097";"14.00";"0";"542"
"7809";"15.00";"0";"155"
"6925";"16.00";"0";"18001"
"6895";"15.00";"0";"120"
"6903";"14.50";"0";"125"
"6905";"14.00";"0";"126"
"6529";"18.00";"0";"128"
"6911";"13.50";"0";"139"
"7249";"15.00";"0";"781"
"7253";"16.00";"0";"78302"
"7255";"16.67";"0";"785"
"7267";"13.50";"0";"795"
"7273";"15.00";"0";"79701"
"7275";"14.50";"0";"798"
"7031";"14.50";"0";"45010"
"7059";"13.10";"0";"51201"
"7061";"18.93";"0";"516"
"7355";"15.83";"0";"943"
"7359";"15.00";"0";"945"
"7361";"16.00";"0";"946"
"6489";"13.50";"0";"234490"
"7373";"15.00";"0";"957"
"7473";"25.00";"0";"98711"
"7485";"13.33";"0";"98730P"
"7379";"33.33";"0";"97001"
"7383";"37.50";"0";"97101"
"6965";"15.50";"0";"24301"
"7023";"17.00";"0";"440"
"7027";"17.00";"0";"44005"
"6711";"20.83";"0";"621"
"6713";"25.00";"0";"623"
"6731";"95.83";"0";"694"
"6733";"108.33";"0";"69401"
"6729";"87.50";"0";"696"
"7837";"30.00";"0";"68901"
"7241";"18.00";"0";"756"
"7421";"25.00";"0";"97380"
"7435";"14.00";"0";"97601"
"7437";"16.67";"0";"97602"
"7439";"16.67";"0";"97603"
"7443";"16.67";"0";"97605"
"7451";"16.67";"0";"97609"
"7453";"16.67";"0";"97610"
"7075";"14.17";"0";"539S"
"7113";"14.17";"0";"565"
"7193";"35.00";"0";"678"
"7195";"14.50";"0";"679"
"7197";"13.50";"0";"680"
"7199";"14.60";"0";"681"
"7205";"32.50";"0";"688"
"6823";"25.00";"0";"013/915"
"6829";"25.00";"0";"013/991"
"6707";"14.00";"0";"870"
"6495";"15.00";"0";"234020"
"7307";"15.00";"0";"854"
"7309";"15.00";"0";"856"
"7311";"15.00";"0";"857"
"7317";"16.50";"0";"85804"
"7459";"15.00";"0";"979"
"7461";"15.83";"0";"981"
"7497";"20.00";"0";"999"
"8036";"15.00";"0";"233960"
"6517";"13.00";"0";"236430"
"6509";"13.00";"0";"236460"
"8034";"12.50";"0";"233900"
"6503";"16.67";"0";"234010"
"6331";"13.00";"0";"228820"
"6333";"13.33";"0";"228830"
"7529";"16.67";"0";"239260"
"8348";"41.58";"0";"239730"
"8347";"41.58";"0";"239880"
"8346";"41.58";"0";"241210"
"8345";"41.58";"0";"241200"
"8344";"41.58";"0";"239720"
"8341";"41.58";"0";"238090"
"8340";"41.58";"0";"239870"
"3697";"22.50";"0";"180620"
"3923";"22.50";"0";"180390"
"6403";"25.00";"0";"231580"
"6647";"29.64";"0";"231500"
"4617";"22.50";"0";"180680"
"5693";"29.17";"0";"020379"
"5695";"25.00";"0";"192820"
"5699";"29.17";"0";"020382"
"6363";"41.58";"0";"231750"
"6667";"25.83";"0";"226510"
"5653";"25.00";"0";"192860"
"3629";"22.50";"0";"180730"
"3633";"22.50";"0";"180740"
"3639";"22.50";"0";"180750"
"3643";"22.50";"0";"180760"
"3659";"22.50";"0";"180500"
"3677";"22.50";"0";"180550"
"3681";"22.50";"0";"180560"
"3741";"22.50";"0";"180440"
"3747";"22.50";"0";"180460"
"3785";"22.50";"0";"180790"
"3797";"22.50";"0";"180830"
"4543";"22.50";"0";"180430"
"4615";"22.50";"0";"180670"
"4633";"22.50";"0";"180720"
"3653";"22.50";"0";"180660"
"5671";"25.00";"0";"195030"
"5683";"29.17";"0";"020383"
"5689";"25.00";"0";"194970"
"5023";"22.50";"0";"180590"
"4325";"22.50";"0";"180380"
"5701";"25.00";"0";"195020"
"3671";"22.50";"0";"180530"
"3667";"22.50";"0";"180520"
"7869";"37.50";"0";"202510"
"7871";"37.50";"0";"202510"
"8056";"49.99";"0";"2328971"
"8057";"49.99";"0";"2328973"
"8058";"49.99";"0";"2328974"
"8059";"49.99";"0";"2328975"
"8060";"49.99";"0";"2328978"
"8061";"49.99";"0";"2328979"
"8062";"49.99";"0";"2328992"
"8063";"49.99";"0";"2328999"
"8064";"49.99";"0";"2329001"
"8065";"49.99";"0";"2329002"
"8066";"49.99";"0";"2329015"
"8067";"49.99";"0";"2329017"
"8068";"49.99";"0";"2329032"
"8069";"49.99";"0";"2329040"
"8070";"49.99";"0";"2329041"
"8071";"49.99";"0";"2329042"
"8072";"49.99";"0";"2329042"
"8073";"49.99";"0";"2329048"
"8074";"49.99";"0";"2329051"
"8075";"49.99";"0";"2329052"
"8076";"49.99";"0";"2329053"
"8078";"49.99";"0";"2362692"
"8079";"49.99";"0";"2362694"
"8080";"49.99";"0";"2362696"
"8081";"49.99";"0";"2362698"
"8082";"49.99";"0";"2362704"
"8084";"49.99";"0";"2362713"
"8086";"49.99";"0";"2362719"
"8087";"49.99";"0";"2362727"
"8088";"49.99";"0";"2362730"
"8089";"49.99";"0";"2362739"
"8090";"49.99";"0";"2362746"
"8094";"49.99";"0";"2362756"
"8095";"49.99";"0";"2362767"
"8096";"49.99";"0";"2362784"
"8097";"49.99";"0";"2403580"
"8098";"49.99";"0";"2403581"
"8099";"49.99";"0";"2403582"
"8100";"49.99";"0";"2403583"
"8101";"49.99";"0";"2403584"
"8104";"49.99";"0";"2403585"
"8105";"49.99";"0";"2403586"
"8106";"49.99";"0";"2403588"
"8108";"49.99";"0";"2403590"
"8109";"49.99";"0";"2403591"
"8110";"49.99";"0";"2403592"
"8111";"49.99";"0";"2403593"
"8112";"49.99";"0";"2403594"
"8113";"49.99";"0";"2403596"
"8114";"49.99";"0";"2403598"
"8115";"49.99";"0";"2403599"
"8116";"49.99";"0";"2403600"
"8117";"49.99";"0";"2403601"
"8118";"49.99";"0";"2403604"
"8121";"49.99";"0";"2403605"
"8122";"49.99";"0";"2403608"
"8124";"49.99";"0";"2403609"
"8125";"49.99";"0";"2403610"
"8126";"49.99";"0";"2403611"
"8127";"49.99";"0";"2403612"
"8128";"49.99";"0";"2403613"
"8130";"49.99";"0";"2403618"
"8131";"49.99";"0";"2403619"
"8132";"49.99";"0";"2403620"
"8136";"49.99";"0";"2403625"
"8137";"49.99";"0";"2403629"
"8138";"49.99";"0";"2403631"
"8139";"49.99";"0";"2403632"
"8140";"49.99";"0";"2403633"
"8153";"17.00";"0";"902000"
"8163";"16.17";"0";"902040"
"8166";"14.50";"0";"902070"
"8167";"15.00";"0";"902080"
"8169";"16.00";"0";"902100"
"8170";"15.30";"0";"902110"
"8171";"16.00";"0";"902120"
"8172";"16.00";"0";"902130"
"8173";"17.00";"0";"902140"
"8176";"18.00";"0";"902170"
"8177";"23.00";"0";"902180"
"8178";"22.00";"0";"902190"
