id product;prix ht;prix unite ht;reference
"8179";"16.20";"0";"902200"
"8180";"19.00";"0";"902210"
"8181";"26.00";"0";"902220"
"8182";"25.00";"0";"902230"
"8183";"21.00";"0";"902240"
"8184";"35.00";"0";"902250"
"8185";"16.20";"0";"902260"
"8186";"15.00";"0";"902270"
"8187";"18.00";"0";"902280"
"8188";"19.00";"0";"902290"
"8189";"17.50";"0";"902300"
"8190";"19.00";"0";"902310"
"8191";"24.00";"0";"902320"
"8192";"21.00";"0";"902330"
"8193";"16.50";"0";"902340"
"8194";"22.00";"0";"902350"
"8195";"15.50";"0";"902360"
"8196";"19.00";"0";"902370"
"8197";"20.00";"0";"902380"
"8198";"19.00";"0";"902390"
"8199";"18.00";"0";"902400"
"8200";"19.00";"0";"902410"
"8201";"18.30";"0";"902420"
"8202";"20.83";"0";"902430"
"8203";"20.83";"0";"902440"
"8204";"22.00";"0";"902450"
"8205";"25.00";"0";"902460"
"8206";"23.00";"0";"902470"
"8207";"25.00";"0";"902480"
"8208";"25.00";"0";"902490"
"8209";"20.00";"0";"902500"
"8210";"25.00";"0";"902510"
"8211";"25.00";"0";"902520"
"8212";"20.00";"0";"902530"
"8213";"19.50";"0";"902540"
"8214";"19.70";"0";"902550"
"8215";"21.50";"0";"902560"
"8393";"74.92";"0";"250970"
"8394";"50.00";"0";"251000"
"8396";"25.00";"0";"250980"
"8395";"30.00";"0";"251010"
"8398";"20.00";"0";"251020"
"8401";"16.67";"0";"251050"
"8403";"15.00";"0";"251060"
"8400";"15.00";"0";"251040"
"8399";"21.67";"0";"251030"
"8411";"16.67";"0";"251070"
"8410";"15.00";"0";"251080"
"8407";"21.67";"0";"251120"
"8408";"20.00";"0";"251110"
"8397";"25.00";"0";"250990"
"8358";"20.00";"0";"69942"
"8351";"16.67";"0";"69941"
"8226";"17.50";"0";"69940"
"7271";"12.50";"0";"797"
"7265";"12.00";"0";"794"
"8041";"12.50";"0";"227340"
"8432";"28.68";"0";"EL001N"
"8433";"0.00";"0";"EL001G"
"8435";"0.00";"0";"EL001BG"
"8436";"0.00";"0";"EL001R"
"8437";"0.00";"0";"EL001BL"
"8438";"0.00";"0";"EL001M"
"8439";"0.00";"0";"EL001BM"
"8440";"0.00";"0";"EL002N"
"8441";"0.00";"0";"EL002G"
"8442";"0.00";"0";"EL002V"
"8443";"0.00";"0";"EL002BG"
"8444";"0.00";"0";"EL002R"
"8445";"0.00";"0";"EL002BL"
"8446";"0.00";"0";"EL002M"
"8447";"0.00";"0";"EL002BM"
"8448";"0.00";"0";"EL003N"
"8449";"0.00";"0";"EL003G"
"8450";"0.00";"0";"EL003V"
"8451";"0.00";"0";"EL003BG"
"8452";"0.00";"0";"EL003R"
"8453";"0.00";"0";"EL003BL"
"8454";"0.00";"0";"EL003M"
"8455";"0.00";"0";"EL003BM"
"8456";"0.00";"0";"EL004N"
"8457";"0.00";"0";"EL004G"
"8458";"0.00";"0";"EL004V"
"8459";"0.00";"0";"EL004BG"
"8460";"0.00";"0";"EL004R"
"8461";"0.00";"0";"EL004BL"
"8462";"0.00";"0";"EL004M"
"8463";"0.00";"0";"EL004BM"
"8464";"0.00";"0";"EL005N"
"8465";"0.00";"0";"EL005G"
"8466";"0.00";"0";"EL005V"
"8467";"0.00";"0";"EL005BG"
"8468";"0.00";"0";"EL005R"
"8469";"0.00";"0";"EL005BL"
"8470";"0.00";"0";"EL005M"
"8471";"0.00";"0";"EL005BM"
"8472";"0.00";"0";"EL006N"
"8473";"0.00";"0";"EL006G"
"8474";"0.00";"0";"EL006V"
"8475";"0.00";"0";"EL006BG"
"8476";"0.00";"0";"EL006R"
"8477";"0.00";"0";"EL006BL"
"8478";"0.00";"0";"EL006M"
"8479";"0.00";"0";"EL006BM"
"8480";"0.00";"0";"EL007N"
"8481";"0.00";"0";"EL007G"
"8482";"0.00";"0";"EL007V"
"8483";"0.00";"0";"EL007BG"
"8484";"0.00";"0";"EL007R"
"8485";"0.00";"0";"EL007BL"
"8486";"0.00";"0";"EL007M"
"8487";"0.00";"0";"EL007BM"
"8488";"0.00";"0";"EL008N"
"8489";"0.00";"0";"EL008G"
"8490";"0.00";"0";"EL008V"
"8491";"0.00";"0";"EL008BG"
"8492";"0.00";"0";"EL008R"
"8493";"0.00";"0";"EL008BL"
"8494";"0.00";"0";"EL008M"
"8495";"0.00";"0";"EL008BM"
"8496";"0.00";"0";"EL009N"
"8497";"0.00";"0";"EL009G"
"8498";"0.00";"0";"EL009V"
"8499";"0.00";"0";"EL009BG"
"8500";"0.00";"0";"EL009R"
"8501";"0.00";"0";"EL009BL"
"8502";"0.00";"0";"EL009M"
"8503";"0.00";"0";"EL009BM"
"8506";"0.00";"0";"GT001N"
"8507";"0.00";"0";"GT001G"
"8508";"0.00";"0";"GT001BG"
"8509";"0.00";"0";"GT001BL"
"8510";"0.00";"0";"GT002N"
"8511";"0.00";"0";"GT002G"
"8512";"0.00";"0";"GT002BG"
"8513";"0.00";"0";"GT002BL"
"8514";"0.00";"0";"GT003N"
"8515";"0.00";"0";"GT003G"
"8516";"0.00";"0";"GT003BG"
"8517";"0.00";"0";"GT003BL"
"8518";"0.00";"0";"GT004N"
"8519";"0.00";"0";"GT004G"
"8520";"0.00";"0";"GT004BG"
"8521";"0.00";"0";"GT004BL"
"8522";"0.00";"0";"GT005N"
"8523";"0.00";"0";"GT005G"
"8524";"0.00";"0";"GT005BG"
"8525";"0.00";"0";"GT005BL"
"8526";"0.00";"0";"GT006N"
"8527";"0.00";"0";"GT006G"
"8528";"0.00";"0";"GT006BG"
"8529";"0.00";"0";"GT006BL"
"8530";"0.00";"0";"GT007N"
"8531";"0.00";"0";"GT007G"
"8532";"0.00";"0";"GT007BG"
"8533";"0.00";"0";"GT007BL"
"8534";"0.00";"0";"GT008N"
"8535";"0.00";"0";"GT008G"
"8536";"0.00";"0";"GT008BG"
"8537";"0.00";"0";"GT008BL"
"8538";"0.00";"0";"GT009N"
"8539";"0.00";"0";"GT009G"
"8540";"0.00";"0";"GT009BG"
"8541";"0.00";"0";"GT009BL"
"8542";"0.00";"0";"GT010N"
"8543";"0.00";"0";"GT010G"
"8544";"0.00";"0";"GT010BG"
"8545";"0.00";"0";"GT010BL"
"8546";"0.00";"0";"GT011N"
"8547";"0.00";"0";"GT011G"
"8548";"0.00";"0";"GT011BG"
"8549";"0.00";"0";"GT011BL"
"8550";"0.00";"0";"PR001N"
"8551";"0.00";"0";"PR001G"
"8552";"0.00";"0";"PR001BG"
"8553";"0.00";"0";"PR002N"
"8554";"0.00";"0";"PR002G"
"8555";"0.00";"0";"PR002BG"
"8556";"0.00";"0";"PR003N"
"8557";"0.00";"0";"PR003G"
"8558";"0.00";"0";"PR003BG"
"8559";"0.00";"0";"PR004N"
"8560";"0.00";"0";"PR004G"
"8561";"0.00";"0";"PR004BG"
"8562";"0.00";"0";"PR005N"
"8563";"0.00";"0";"PR005G"
"8564";"0.00";"0";"PR005BG"
"8565";"0.00";"0";"PR006N"
"8566";"0.00";"0";"PR006G"
"8567";"0.00";"0";"PR006BG"
"8568";"0.00";"0";"PR007N"
"8569";"0.00";"0";"PR007G"
"8570";"0.00";"0";"PR007BG"
"8571";"0.00";"0";"PR008N"
"8572";"0.00";"0";"PR008G"
"8573";"0.00";"0";"PR008BG"
"8574";"0.00";"0";"PR009N"
"8575";"0.00";"0";"PR009G"
"8576";"0.00";"0";"PR009BG"
"8577";"0.00";"0";"PR010N"
"8578";"0.00";"0";"PR010G"
"8579";"0.00";"0";"PR010BG"
"8580";"0.00";"0";"CA001G"
"8581";"0.00";"0";"CA001B"
"8582";"0.00";"0";"CA001R"
"8583";"0.00";"0";"CA002G"
"8584";"0.00";"0";"CA002B"
"8585";"0.00";"0";"CA002R"
"8586";"0.00";"0";"CA003G"
"8587";"0.00";"0";"CA003B"
"8588";"0.00";"0";"CA003R"
"8589";"0.00";"0";"CA004G"
"8590";"0.00";"0";"CA004B"
"8591";"0.00";"0";"CA004R"
"8592";"0.00";"0";"CA005G"
"8593";"0.00";"0";"CA005B"
"8594";"0.00";"0";"CA005R"
"8595";"0.00";"0";"CA006G"
"8596";"0.00";"0";"CA006B"
"8597";"0.00";"0";"CA006R"
"8598";"0.00";"0";"CA007G"
"8599";"0.00";"0";"CA007B"
"8600";"0.00";"0";"CA007R"
"8601";"0.00";"0";"CA008G"
"8602";"0.00";"0";"CA008B"
"8603";"0.00";"0";"CA008R"
"8604";"0.00";"0";"CA009G"
"8605";"0.00";"0";"CA009B"
"8606";"0.00";"0";"CA009R"
