Product ID;Reference;stock entrepôt
8133;2403621;0
8132;2403620;10
8131;2403619;9
8130;2403618;10
8128;2403613;9
8127;2403612;7
8126;2403611;7
8125;2403610;9
8124;2403609;9
8122;2403608;7
8121;2403605;9
8118;2403604;7
8117;2403601;12
8116;2403600;6
8115;2403599;6
8114;2403598;6
8113;2403596;8
8112;2403594;10
8111;2403593;10
8110;2403592;10
8109;2403591;10
8108;2403590;9
8106;2403588;10
8105;2403586;8
8104;2403585;10
8101;2403584;10
8100;2403583;10
8099;2403582;4
8098;2403581;7
8097;2403580;10
8096;2362784;9
8095;2362767;9
8094;2362756;10
8093;2362755;0
8092;2362755;0
8091;2362755;0
8090;2362746;9
8089;2362739;7
8088;2362730;5
8087;2362727;6
8086;2362719;10
8084;2362713;10
8082;2362704;9
8081;2362698;8
8080;2362696;8
8079;2362694;9
8078;2362692;6
8076;2329053;10
8075;2329052;9
8074;2329051;7
8073;2329048;7
8072;2329042;10
8071;2329042;10
8070;2329041;7
8069;2329040;8
8068;2329032;5
8067;2329017;10
8066;2329015;10
8065;2329002;16
8064;2329001;10
8063;2328999;9
8062;2328992;8
8061;2328979;8
8060;2328978;8
8059;2328975;8
8058;2328974;6
8057;2328973;10
8056;2328971;10
8055;222590;481
8054;97622;19
8053;97621;0
8052;170;11762
8051;151;5219
8050;150;9046
8049;249030;#N/A
8047;201940;1994
8046;146;9093
8045;236540;1520
8043;238200;155
8042;235700;380
8041;227340;1689
8040;239160;202
8039;241380;0
8038;239950;0
8036;233960;87
8034;233900;928
8033;236520;0
8030;236370;0
8029;AMBGT015;#N/A
8028;AMBPR014;9995
8027;244440;606
8026;244870;101
8025;244860;145
8023;244850;361
8022;244840;368
8018;244830;292
8017;244990;188
8015;244980;195
8014;244970;180
8012;244960;185
8011;244170;127
8010;244160;751
8009;244150;762
8005;244430;0
8003;244420;0
8001;244410;0
8000;243970;132
7999;244010;19
7998;244020;442
7997;243980;337
7995;243850;908
7994;243760;417
7992;243920;236
7990;243990;166
7988;243810;929
7986;243660;612
7985;243940;409
7984;243630;239
7983;243890;989
7980;243740;531
7979;243730;441
7978;244140;156
7976;241320;0
7975;243610;0
7974;244000;289
7972;243840;416
7970;243900;350
7968;243830;271
7967;243930;235
7964;243860;285
7963;243960;274
7961;243780;414
7959;243870;1018
7958;245030;661
7956;245050;1134
7954;243770;562
7952;243750;331
7949;243720;1248
7946;;#N/A
7945;236270;1653
7942;236990;197
7941;237020;0
7940;237030;1096
7939;237050;36
7937;237000;697
7935;223280;0
7934;241970;47
7932;244450;108
7931;244400;281
7930;110;1398
7929;234;5234
7928;226;8332
7927;228;3933
7924;392;92
7923;59801;838
7922;241370;6340
7920;107;64
7919;247;936
7918;409;0
7917;509;2520
7913;233;7316
7910;881;70
7907;229;305
7906;249;4294
7905;187140;560
7903;187650;4495
7902;225;265
7900;201;0
7899;395;168
7898;772;3592
7897;244390;761
7896;244370;600
7894;244380;658
7892;244360;883
7891;244350;697
7890;244340;423
7886;116;2726
7884;71901;3229
7871;202510;69
7869;202510;69
7867;202510;69
7865;202500;83
7863;202480;4
7861;202480;4
7851;143580;583
7837;68901;489
7823;AMBPR012;9986
7821;AMBGT014;9998
7817;243570;3054
7813;241350;946
7811;159;7637
7809;155;2592
7807;233870;8
7805;233860;52
7803;243070;143
7801;236250;0
7797;237780;0
7779;226000;1001
7777;225990;1442
7775;225980;1450
