Product ID;Reference;Quantity
8291;247130;0
8285;247070;0
8274;246980;0
8005;244430;0
7807;233870;0
7391;97201;0
7357;944;0
6801;191240;0
6793;191360;0
6791;191490;0
6681;232200;0
6611;231550;0
6577;224540;0
6225;231830;0
6203;226470;0
5681;195070;0
5653;192860;0
328;174880;0
105;192860;0
